Genotipo,Caracteristica,Ambient Humidity,Ambient Pressure,Ambient Temperature,ECS_tau,ECSt mAU,FmPrime,FoPrime,Fs,FvP_over_FmP,gH+,kP700,leaf angle,Leaf Temperature,Leaf Temperature Differenial,Leaf Temperature Differential,leaf_thickness,LEF,Light Intensity (PAR),NPQt,P700_DIRK_ampl,Phi2,PhiNO,PhiNPQ,PS1 Active Centers,PS1 Open Centers,PS1 Over Reduced Centers,PS1 Oxidized Centers,qL,SPAD,tP700,v_initial_P700,vH+,Longitude,Estado Fenológico,Chl,Flav,Anth,NBI,temp,Valor,Intensity,Hue,Saturation,Lightness,a*,b*,u*,v*,GA,GGA,CSI,Area,Mean,Min,Max
QUC 3509-2017,Senescencia normal,17.26953,992.45825,36.96,0.0094,0.00041,3171.34,2474.0,2648.67,0.22,106.727,168.915,19647.0,38.19,1.23,1.23,0.1,16.02,215.784,16.313,0.00092,0.165,0.048,0.787,0.779,0.014,-0.769,1.754,0.7,25.726,0.0592,0.0155402,0.044,-7228237166666660.0,3.0,17641.0,2020.0,0.343,8.73,37.66,0.51,0.37655893,44.150997,0.26142156,43.9227,-2.1914263,24.95239,8.60102,26.856249,0.005913827,0.0,100.0,520.0,40.954,37.542,44.936
QUC 3509-2017,Senescencia normal,17.74023,992.78882,36.45,0.0114,0.00071,2304.09,1817.0,2067.67,0.211,88.017,128.525,6.23,37.65,1.2,1.2,0.05,79.82,1722.142,17.204,0.00098,0.103,0.049,0.848,1.179,0.346,-0.288,0.942,0.427,43.992,0.0078,0.1259545,0.062,-7228204333333330.0,3.0,42271.0,1625.0,0.242,26.01,33.16,0.51,0.37655893,44.150997,0.26142156,43.9227,-2.1914263,24.95239,8.60102,26.856249,0.005913827,0.0,100.0,520.0,40.954,37.542,44.936
QUC 3509-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.18,0.5440976,28.859549,0.21200383,59.764355,5.0021796,26.880438,21.780434,30.415098,0.000322,0.0,100.0,462.0,47.1919,44.1526,54.2454
QUC 3509-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6644.0,,,,35.8,0.21,0.56705517,30.191366,0.19746572,62.048763,3.6894922,26.572279,19.77956,30.770954,0.0,0.0,,495.0,42.9653,39.3413,49.5279
QUC 3509-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.18,0.5440976,28.859549,0.21200383,59.764355,5.0021796,26.880438,21.780434,30.415098,0.000322,0.0,100.0,462.0,47.1919,44.1526,54.2454
QUC 3509-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,19648.0,,,,32.17,0.21,0.56705517,30.191366,0.19746572,62.048763,3.6894922,26.572279,19.77956,30.770954,0.0,0.0,,495.0,42.9653,39.3413,49.5279
QUC 3517-2017,Stay green,19.46387,988.17639,35.16,0.0082,0.00111,2428.68,1875.0,2198.0,0.228,121.908,119.2827,10993.0,34.81,-0.35,-0.35,0.12,94.76,2216.667,15.526,0.00176,0.095,0.055,0.85,1838.0,0.119,-0.285,1166.0,0.355,65.027,0.0084,0.2099376,0.135,-7228234.0,1.0,33736.0,1657.0,0.219,20.36,34.65,0.43,0.37775865,42.42489,0.29904294,44.409576,-1.1112454,27.512415,11.142224,28.92509,0.0170895,0.0,100.0,576.0,38.1036,35.1803,42.5608
QUC 3517-2017,Stay green,19.64746,987.83545,34.76,0.0124,-0.0016,1764.95,1144.0,1523.33,0.352,80.76,122.7398,0.445,33.89,-0.87,-0.87,0.19,131.49,2132.802,7.991,0.00143,0.137,0.096,0.767,1.86,1049.0,-0.573,0.524,0.292,67.65,0.0081,0.1755179,-0.129,,1.0,42856.0,1361.0,0.25,31.48,30.39,0.69,0.35681322,64.77582,0.25996083,43.052246,-8.96749,25.478205,-0.69083315,28.385998,0.754905523,0.017532703,97.67749699,594.0,34.3381,32.2074,37.3581
QUC 3517-2017,Stay green,29.17383,988.64923,32.79,0.0059,0.00075,1502.58,1241.0,1384.0,0.174,170.209,195.4174,3623.0,33.41,0.62,0.62,0.2,103.76,2918.846,22.152,0.00094,0.079,0.04,0.881,1182.0,0.018,-0.318,1.3,0.406,35.659,0.0051,0.1836924,0.128,-7228217666666660.0,1.0,41003.0,1545.0,0.2,26.54,30.41,0.43,0.37775865,42.42489,0.29904294,44.409576,-1.1112454,27.512415,11.142224,28.92509,0.0170895,0.0,100.0,576.0,38.1036,35.1803,42.5608
QUC 3517-2017,Stay green,30.94336,988.31476,32.22,0.0109,-0.00094,1538.18,1039.0,1336.0,0.325,91.752,175.3497,5401.0,31.33,-0.89,-0.89,0.28,151.56,2570.927,9.157,0.00136,0.131,0.086,0.783,1975.0,0.188,-0.365,1177.0,0.315,65.57,0.0057,0.2384756,-0.086,,1.0,15.23,1665.0,0.434,9.15,34.67,0.69,0.35681322,64.77582,0.25996083,43.052246,-8.96749,25.478205,-0.69083315,28.385998,0.754905523,0.017532703,97.67749699,594.0,34.3381,32.2074,37.3581
QUC 3517-2017,Stay green,25.58105,993.1156,28.72,0.0067,-0.00241,2552.57,1168.0,1992.67,0.542,150.017,201.8744,16575.0,26.53,-2.19,-2.19,0.2,138.03,1400.653,3.117,0.00101,0.219,0.19,0.591,1941.0,0.158,0.217,0.624,0.237,57.736,0.005,0.2038931,-0.362,-718819407.0,2.0,39739.0,1763.0,0.304,22.55,25.56,0.45,0.5672805,100.5268,0.053090215,62.308556,-10.847193,15.553416,-7.1897044,21.660074,0.929113051,0.815487132,12.22950414,609.0,33.7664,30.0435,40.3019
QUC 3517-2017,Stay green,30.14746,994.80853,29.55,0.0066,0.00161,2634.79,1960.0,2433.0,0.256,152.077,215.4052,5.41,29.15,-0.4,-0.4,0.11,101.01,2915.162,13.175,0.0015,0.077,0.065,0.858,1833.0,0.121,-0.059,0.938,0.241,60.651,0.0046,0.3231078,0.245,-72282335.0,2.0,22174.0,1931.0,0.349,11.49,30.59,0.62,0.4900906,121.46576,0.080372036,56.94734,-18.799171,18.812346,-16.616308,26.261,0.990025445,0.985750636,0.431787807,594.0,28.2592,26.1419,32.1863
QUC 3517-2017,Stay green,29.50684,994.50171,27.45,0.0099,0.00073,1195.02,850.0,1099.67,0.289,101.278,330.4286,8999.0,28.81,1.36,1.36,0.18,97.2,2700.068,11.023,0.00096,0.08,0.077,0.844,2434.0,0.526,0.399,0.075,0.214,40.635,0.003,0.3172115,0.074,-718819407.0,2.0,37514.0,1532.0,0.237,24.49,30.5,0.45,0.5672805,100.5268,0.053090215,62.308556,-10.847193,15.553416,-7.1897044,21.660074,0.929113051,0.815487132,12.22950414,609.0,33.7664,30.0435,40.3019
QUC 3517-2017,Stay green,24.5459,993.38654,30.23,0.0152,0.00259,3297.47,2215.0,3072.0,0.328,65.612,134.2769,18.55,27.81,-2.42,-2.42,0.16,71.71,2343.414,8.986,0.00167,0.068,0.093,0.838,1837.0,0.03,-0.044,1014.0,0.15,54.629,0.0074,0.2242424,0.17,-7228233833333330.0,2.0,28384.0,1464.0,0.442,19.39,25.54,0.62,0.4900906,121.46576,0.080372036,56.94734,-18.799171,18.812346,-16.616308,26.261,0.990025445,0.985750636,0.431787807,594.0,28.2592,26.1419,32.1863
QUC 3517-2017,Stay green,17.20312,992.13232,36.7,0.0131,0.00045,1410.05,993.0,1055.67,0.296,76.21,134.9923,1937.0,37.91,1.21,1.21,0.24,90.66,802.655,10.619,0.0007,0.251,0.064,0.684,1.97,0.178,0.16,0.662,0.799,53.586,0.0074,0.0944946,0.034,-716334748.0,3.0,7274.0,1644.0,0.5,4.42,30.22,0.54,0.37103388,48.302605,0.3079682,44.27439,-3.7849193,28.332827,7.578934,30.091595,0.019571952,0.0,100.0,550.0,39.187,36.875,45.122
QUC 3517-2017,Stay green,19.01465,992.4389,36.72,0.0103,0.00044,2352.76,2642.0,2283.0,-0.123,97.073,52.9878,7.75,38.77,2.05,2.05,0.12,18.24,1351.31,-45.575,0.00069,0.03,-0.022,0.992,-0.638,-0.079,1.924,-0.845,-0.279,29.27,0.0189,0.0365616,0.043,-7228253833333330.0,3.0,25213.0,1535.0,0.374,16.42,36.37,0.54,0.37103388,48.302605,0.3079682,44.27439,-3.7849193,28.332827,7.578934,30.091595,0.019571952,0.0,100.0,550.0,39.187,36.875,45.122
QUC 3517-2017,Stay green,18.74414,992.65405,34.69,0.0011,0.00052,164.02,138.0,143.67,0.159,926.884,,25578.0,37.99,3.3,3.3,0.24,86.09,1542.783,24.881,,0.124,0.034,0.842,-1.474,-0.423,1.642,-0.219,0.751,38.55,,,0.482,-716334748.0,3.0,9696.0,1944.0,0.61,4.99,36.41,0.42,0.4094536,34.789345,0.28073114,46.99898,2.7484343,27.12313,16.991646,28.480549,0.000715,0.0,100.0,571.0,40.296,36.72,44.925
QUC 3517-2017,Stay green,19.18555,993.02478,35.23,0.0087,0.00113,1889.83,1562.0,1694.0,0.173,115.237,186.3454,12747.0,36.79,1.56,1.56,0.22,98.88,2112.818,22.251,0.00111,0.104,0.039,0.858,1.325,0.101,-0.488,1.386,0.551,42.186,0.0054,0.2068434,0.13,-7228274166666660.0,3.0,9235.0,1569.0,0.301,5.89,30.34,0.42,0.4094536,34.789345,0.28073114,46.99898,2.7484343,27.12313,16.991646,28.480549,0.000715,0.0,100.0,571.0,40.296,36.72,44.925
QUC 3517-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.18,0.5277088,28.474903,0.24130541,58.392563,6.49609,28.803059,24.871693,31.696398,0.000313,0.0,100.0,480.0,43.3992,39.6243,50.7899
QUC 3517-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,13063.0,,0.209,,35.98,0.22,0.5807218,30.644552,0.21055096,63.64,4.073542,28.402473,21.373547,32.791744,0.000325,0.0,100.0,506.0,45.552,40.8735,53.7825
QUC 3517-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10031.0,1065.0,,9.42,29.14,0.18,0.5277088,28.474903,0.24130541,58.392563,6.49609,28.803059,24.871693,31.696398,0.000313,0.0,100.0,480.0,43.3992,39.6243,50.7899
QUC 3517-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10418.0,1170.0,,8.91,28.95,0.22,0.5807218,30.644552,0.21055096,63.64,4.073542,28.402473,21.373547,32.791744,0.000325,0.0,100.0,506.0,45.552,40.8735,53.7825
QUC 3526-2017,Senescencia normal,27.63086,987.9444,32.27,0.0106,-0.0017,1823.45,1193.0,1618.67,0.346,94.164,137.2174,3987.0,31.89,-0.38,-0.38,0.41,133.49,2648.602,8.234,0.00166,0.112,0.096,0.792,1712.0,0.634,-0.887,1254.0,0.239,63.144,0.0073,0.2277809,-0.16,,1.0,32552.0,1638.0,0.3,19.87,32.74,0.54,0.36035553,40.737617,0.28388274,42.10836,-0.46706307,25.302746,11.003501,26.352917,0.001781695,0.0,100.0,592.0,37.466,34.9015,42.37
QUC 3526-2017,Senescencia normal,26.15039,988.18445,34.64,0.0067,0.0008,1996.66,1593.0,1841.33,0.202,149.082,122.1781,2091.0,33.15,-1.49,-1.49,0.14,98.91,2817.997,18.259,0.00167,0.078,0.048,0.874,2256.0,-0.037,0.063,0.974,0.333,59.202,0.0082,0.2040374,0.119,-7228222333333330.0,1.0,31429.0,2025.0,0.223,15.52,33.64,0.45,0.33157396,52.515835,0.27052343,39.505943,-4.9905567,23.83869,3.9377372,25.319658,0.22865189,0.0,100.0,585.0,34.4596,32.5653,39.0529
QUC 3526-2017,Senescencia normal,22.24121,988.02325,33.75,0.008,0.00172,2729.08,2226.0,2539.67,0.184,125.64,168.8816,30255.0,33.75,0.0,0.0,0.15,88.43,2848.008,20.593,0.00182,0.069,0.043,0.887,2643.0,-0.201,-0.877,2078.0,0.33,65.45,0.0059,0.3073645,0.216,-72282215.0,1.0,45041.0,1583.0,0.173,28.45,33.63,0.55,0.3393965,52.45299,0.28498495,40.61241,-5.102946,25.245604,4.351377,26.800766,0.214604651,0.0,100.0,585.0,36.5139,33.7995,41.6156
QUC 3526-2017,Senescencia normal,24.4917,987.963105,33.417500000000004,0.008075,0.00026500000000000004,1983.83,1504.5,1788.1675,0.2515,127.91375,137.2174,10594.0,32.985,-0.4325,-0.4325,0.2175,112.9725,2512.06775,14.750250000000001,0.001565,0.10675000000000001,0.06275,0.8300000000000001,2522.5,0.08374999999999999,-0.27125,833.35475,0.35925,62.005250000000004,0.006750000000000001,0.234429,0.05225,-3614111202807772.5,1.0,47171.0,1699.0,0.194,27.76,31.94,0.59,0.3525096,46.63661,0.32916862,42.28183,-2.8531077,28.45177,8.734069,29.413254,0.01642109,0.0,100.0,576.0,38.4278,35.881,42.7266
QUC 3526-2017,Senescencia normal,21.94434,987.70032,33.01,0.007,0.00024,1386.13,1006.0,1153.0,0.274,142.769,178.8587,6043.0,33.15,0.14,0.14,0.17,131.06,1733.664,11.915,0.00111,0.168,0.064,0.767,3479.0,-0.061,0.616,0.445,0.535,60.225,0.0056,0.1985332,0.034,,1.0,49958.0,1752.0,0.244,28.51,31.91,0.54,0.36035553,40.737617,0.28388274,42.10836,-0.46706307,25.302746,11.003501,26.352917,0.001781695,0.0,100.0,592.0,37.466,34.9015,42.37
QUC 3526-2017,Senescencia normal,24.4917,987.963105,33.417500000000004,0.008075,0.00026500000000000004,1983.83,1504.5,1788.1675,0.2515,127.91375,178.8587,10594.0,32.985,-0.4325,-0.4325,0.2175,112.9725,2512.06775,14.750250000000001,0.001565,0.10675000000000001,0.06275,0.8300000000000001,2522.5,0.08374999999999999,-0.27125,833.35475,0.35925,62.005250000000004,0.006750000000000001,0.234429,0.05225,-3614111202807772.5,1.0,35639.0,1571.0,0.27,22.68,31.49,0.45,0.33157396,52.515835,0.27052343,39.505943,-4.9905567,23.83869,3.9377372,25.319658,0.22865189,0.0,100.0,585.0,34.4596,32.5653,39.0529
QUC 3526-2017,Senescencia normal,24.4917,987.963105,33.417500000000004,0.008075,0.00026500000000000004,1983.83,1504.5,1788.1675,0.2515,127.91375,168.8816,10594.0,32.985,-0.4325,-0.4325,0.2175,112.9725,2512.06775,14.750250000000001,0.001565,0.10675000000000001,0.06275,0.8300000000000001,2522.5,0.08374999999999999,-0.27125,833.35475,0.35925,62.005250000000004,0.006750000000000001,0.234429,0.05225,-3614111202807772.5,1.0,37121.0,1502.0,0.247,24.71,31.5,0.55,0.3393965,52.45299,0.28498495,40.61241,-5.102946,25.245604,4.351377,26.800766,0.214604651,0.0,100.0,585.0,36.5139,33.7995,41.6156
QUC 3526-2017,Senescencia normal,24.4917,987.963105,33.417500000000004,0.008075,0.00026500000000000004,1983.83,1504.5,1788.1675,0.2515,127.91375,122.1781,10594.0,32.985,-0.4325,-0.4325,0.2175,112.9725,2512.06775,14.750250000000001,0.001565,0.10675000000000001,0.06275,0.8300000000000001,2522.5,0.08374999999999999,-0.27125,833.35475,0.35925,62.005250000000004,0.006750000000000001,0.234429,0.05225,-3614111202807772.5,1.0,36626.0,1689.0,0.231,21.68,32.71,0.59,0.3525096,46.63661,0.32916862,42.28183,-2.8531077,28.45177,8.734069,29.413254,0.01642109,0.0,100.0,576.0,38.4278,35.881,42.7266
QUC 3526-2017,Senescencia normal,25.8984375,993.2905125,29.435,0.012074999999999999,0.0005075,3206.6475,1616.75,2214.665,0.446,100.5455,120.4039,6788.04,27.61,-1.825,-1.825,0.2575,102.885,1050.5482499999998,6.7925,0.0008875,0.2755,0.1315,0.593,2526.75,0.28675,0.021250000000000005,311.6305,0.4385,59.71775,0.007975,0.1135018,0.022250000000000006,-3614113567743033.5,2.0,23702.0,1847.0,0.382,12.83,25.97,0.53,0.59834534,66.921616,0.11303252,65.98841,-8.993146,21.829601,-1.5601081,28.87789,0.808229167,0.032395833,95.99175151,612.0,35.408,33.0226,39.453
QUC 3526-2017,Senescencia normal,25.8984375,993.2905125,29.435,0.012074999999999999,0.0005075,3206.6475,1616.75,2214.665,0.446,100.5455,134.5436,6788.04,27.61,-1.825,-1.825,0.2575,102.885,1050.5482499999998,6.7925,0.0008875,0.2755,0.1315,0.593,2526.75,0.28675,0.021250000000000005,311.6305,0.4385,59.71775,0.007975,0.1135018,0.022250000000000006,-3614113567743033.5,2.0,21252.0,1601.0,0.503,13.27,26.0,0.44,0.5090377,105.58867,0.050119102,56.451633,-10.520232,14.206778,-7.2733107,19.501446,0.989751244,0.92238806,6.806072183,576.0,31.5444,28.3359,37.5702
QUC 3526-2017,Senescencia normal,25.8984375,993.2905125,29.435,0.012074999999999999,0.0005075,3206.6475,1616.75,2214.665,0.446,100.5455,115.2718,6788.04,27.61,-1.825,-1.825,0.2575,102.885,1050.5482499999998,6.7925,0.0008875,0.2755,0.1315,0.593,2526.75,0.28675,0.021250000000000005,311.6305,0.4385,59.71775,0.007975,0.1135018,0.022250000000000006,-3614113567743033.5,2.0,42397.0,1905.0,0.244,22.26,27.26,0.49,0.4561199,117.22505,0.061711013,52.127182,-14.002173,15.434916,-11.362191,21.070864,0.989821883,0.987480916,0.236503856,591.0,30.5842,27.929,39.82
QUC 3526-2017,Senescencia normal,25.8984375,993.2905125,29.435,0.012074999999999999,0.0005075,3206.6475,1616.75,2214.665,0.446,100.5455,134.1898,6788.04,27.61,-1.825,-1.825,0.2575,102.885,1050.5482499999998,6.7925,0.0008875,0.2755,0.1315,0.593,2526.75,0.28675,0.021250000000000005,311.6305,0.4385,59.71775,0.007975,0.1135018,0.022250000000000006,-3614113567743033.5,2.0,45069.0,1623.0,0.222,27.77,27.25,0.57,0.5751869,88.23872,0.08137381,63.680035,-11.40222,18.716,-6.5194,25.567663,0.972330827,0.770125313,20.79595835,585.0,29.9363,27.6034,34.0669
QUC 3526-2017,Senescencia normal,23.86133,993.47552,31.44,0.0115,0.0019,2319.44,1753.0,2063.67,0.244,87.329,134.5436,28.16,28.81,-2.63,-2.63,0.13,88.84,1794.782,14.102,0.00143,0.11,0.059,0.831,1784.0,0.055,0.018,0.927,0.384,58.589,0.0074,0.1923973,0.166,-7228231666666660.0,2.0,43236.0,2059.0,0.219,20.99,25.84,0.53,0.59834534,66.921616,0.11303252,65.98841,-8.993146,21.829601,-1.5601081,28.87789,0.808229167,0.032395833,95.99175151,612.0,35.408,33.0226,39.453
QUC 3526-2017,Senescencia normal,26.5752,993.34174,29.63,0.0078,0.001,5359.18,2502.0,3588.33,0.533,128.406,134.1898,2682.0,27.35,-2.28,-2.28,0.17,84.64,569.987,3.273,0.00058,0.33,0.157,0.513,2468.0,0.594,0.075,0.331,0.432,64.208,0.0075,0.0778301,0.128,-7228221166666660.0,2.0,45387.0,1806.0,0.246,25.14,25.86,0.44,0.5090377,105.58867,0.050119102,56.451633,-10.520232,14.206778,-7.2733107,19.501446,0.989751244,0.92238806,6.806072183,576.0,31.5444,28.3359,37.5702
QUC 3526-2017,Senescencia normal,27.02148,993.0351,28.02,0.0071,-0.00173,3638.62,1221.0,2028.33,0.664,140.877,115.2718,10859.0,26.35,-1.67,-1.67,0.34,112.69,565.288,1.465,0.00032,0.443,0.226,0.331,3774.0,0.416,0.32,0.264,0.401,64.995,0.0087,0.036887,-0.244,-718819407.0,2.0,39083.0,1860.0,0.284,21.02,25.42,0.49,0.4561199,117.22505,0.061711013,52.127182,-14.002173,15.434916,-11.362191,21.070864,0.989821883,0.987480916,0.236503856,591.0,30.5842,27.929,39.82
QUC 3526-2017,Senescencia normal,26.13574,993.30969,28.65,0.0219,0.00086,1509.35,991.0,1178.33,0.343,45.57,120.4039,13583.0,27.93,-0.72,-0.72,0.39,125.37,1272.136,8.33,0.00122,0.219,0.084,0.697,2081.0,0.082,-0.328,1245.0,0.537,51.079,0.0083,0.1468928,0.039,-718819407.0,2.0,38408.0,1617.0,0.262,23.76,25.41,0.57,0.5751869,88.23872,0.08137381,63.680035,-11.40222,18.716,-6.5194,25.567663,0.972330827,0.770125313,20.79595835,585.0,29.9363,27.6034,34.0669
QUC 3526-2017,Senescencia normal,17.6540525,992.4952375,36.5625,0.007725,0.000675,2189.2225,1369.25,1618.0825,0.30725,54828.667,57.8776,5329.51,37.66,1.0975,1.0975,0.3325,90.6125,1075.53375,16.575,0.00066,0.22075,0.0765,0.7030000000000001,-1.9047500000000002,0.51675,293.72575,-0.036250000000000004,0.657,49.99725,0.0109,0.0749923,0.081,-3614107483167371.5,3.0,29516.0,1814.0,0.263,16.27,35.28,0.47,0.44902185,32.176647,0.28827214,51.102634,4.9901185,29.455929,21.877201,31.020113,0.000282,0.0,100.0,465.0,41.335,38.273,45.09
QUC 3526-2017,Senescencia normal,17.6540525,992.4952375,36.5625,0.007725,0.000675,2189.2225,1369.25,1618.0825,0.30725,54828.667,138.5648,5329.51,37.66,1.0975,1.0975,0.3325,90.6125,1075.53375,16.575,0.00066,0.22075,0.0765,0.7030000000000001,-1.9047500000000002,0.51675,293.72575,-0.036250000000000004,0.657,49.99725,0.0109,0.0749923,0.081,-3614107483167371.5,3.0,38992.0,1734.0,0.257,22.49,35.17,0.36,0.3751708,40.011776,0.30706853,43.99337,0.24696587,27.663593,13.119768,28.660347,0.000986,0.0,100.0,360.0,42.696,39.839,45.142
QUC 3526-2017,Senescencia normal,17.6540525,992.4952375,36.5625,0.007725,0.000675,2189.2225,1369.25,1618.0825,0.30725,54828.667,153.4981,5329.51,37.66,1.0975,1.0975,0.3325,90.6125,1075.53375,16.575,0.00066,0.22075,0.0765,0.7030000000000001,-1.9047500000000002,0.51675,293.72575,-0.036250000000000004,0.657,49.99725,0.0109,0.0749923,0.081,-3614107483167371.5,3.0,27646.0,1732.0,0.374,15.96,36.36,0.46,0.35280943,44.703003,0.33164918,42.17881,-1.9152883,28.44708,10.054322,29.191866,0.004505773,0.0,100.0,550.0,39.245,36.346,44.529
QUC 3526-2017,Senescencia normal,17.6540525,992.4952375,36.5625,0.007725,0.000675,2189.2225,1369.25,1618.0825,0.30725,54828.667,79.4638,5329.51,37.66,1.0975,1.0975,0.3325,90.6125,1075.53375,16.575,0.00066,0.22075,0.0765,0.7030000000000001,-1.9047500000000002,0.51675,293.72575,-0.036250000000000004,0.657,49.99725,0.0109,0.0749923,0.081,-3614107483167371.5,3.0,23349.0,1580.0,0.315,14.78,36.46,0.54,0.41384974,40.54799,0.32696408,48.64395,0.31083378,31.457022,15.177951,33.036125,0.000282,0.0,100.0,526.0,40.815,38.788,44.58
QUC 3526-2017,Senescencia normal,18.18457,992.23822,36.13,0.0109,0.00073,1117.43,973.0,975.67,0.129,91582.0,138.5648,11873.0,37.61,1.48,1.48,0.52,73.38,1283.927,31.876,0.00097,0.127,0.027,0.847,2.917,1.329,1.198,-1.527,0.979,40.777,0.0072,0.1344079,0.067,-716334748.0,3.0,7215.0,2152.0,0.793,3.35,38.83,0.47,0.44902185,32.176647,0.28827214,51.102634,4.9901185,29.455929,21.877201,31.020113,0.000282,0.0,100.0,465.0,41.335,38.273,45.09
QUC 3526-2017,Senescencia normal,17.7041,992.60107,37.08,0.0079,0.0006,1593.68,1346.0,1452.33,0.155,127353.0,57.8776,5.84,38.47,1.39,1.39,0.11,59.98,1497.606,25.52,0.00057,0.089,0.034,0.877,1.074,0.607,-0.439,0.832,0.529,41.42,0.0173,0.0329902,0.076,-7228199333333330.0,3.0,6496.0,1760.0,0.69,3.69,38.84,0.36,0.3751708,40.011776,0.30706853,43.99337,0.24696587,27.663593,13.119768,28.660347,0.000986,0.0,100.0,360.0,42.696,39.839,45.142
QUC 3526-2017,Senescencia normal,16.70801,992.43103,36.05,0.0039,0.00011,1701.45,917.0,1124.33,0.461,257.913,153.4981,13.2,37.15,1.1,1.1,0.29,143.03,937.573,4.705,0.00061,0.339,0.116,0.545,2.976,0.184,0.144,0.672,0.6,60.964,0.0065,0.0936338,0.028,-716334748.0,3.0,37513.0,1597.0,0.271,23.49,26.88,0.54,0.41384974,40.54799,0.32696408,48.64395,0.31083378,31.457022,15.177951,33.036125,0.000282,0.0,100.0,526.0,40.815,38.788,44.58
QUC 3526-2017,Senescencia normal,18.01953,992.71063,36.99,0.0082,0.00126,4344.33,2241.0,2920.0,0.484,121.755,79.4638,9426.0,37.41,0.42,0.42,0.41,86.06,583.029,4.199,0.00049,0.328,0.129,0.543,-14.586,-0.053,1174.0,-0.122,0.52,56.828,0.0126,0.0389373,0.153,-7228229166666660.0,3.0,10275.0,1277.0,0.308,8.05,26.85,0.46,0.35280943,44.703003,0.33164918,42.17881,-1.9152883,28.44708,10.054322,29.191866,0.004505773,0.0,100.0,550.0,39.245,36.346,44.529
QUC 3526-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9924.0,,0.208,,31.7,0.17,0.5331613,29.442076,0.23839653,59.024124,5.74598,28.898268,23.79307,32.0732,0.000316,0.0,100.0,480.0,43.6991,40.0404,51.759
QUC 3526-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.13,0.5551824,27.776306,0.18750483,60.498543,4.5563617,24.913774,20.23052,28.656172,0.000462,0.0,100.0,496.0,46.2757,40.8901,53.1214
QUC 3526-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8398.0,,,,33.89,0.15,0.5662355,29.995943,0.2265237,62.311146,5.1116424,29.276245,23.298668,33.193863,0.000161,0.0,100.0,464.0,44.3757,40.4722,50.697
QUC 3526-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9097.0,,0.308,,35.09,0.17,0.5331613,29.442076,0.23839653,59.024124,5.74598,28.898268,23.79307,32.0732,0.000316,0.0,100.0,480.0,43.6991,40.0404,51.759
QUC 3526-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.18,0.54337287,28.698732,0.2330752,59.9217,6.1070952,28.7488,24.39819,32.023174,0.000154,0.0,100.0,496.0,45.2083,41.968,52.0884
QUC 3526-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7027.0,,,,35.75,0.15,0.5662355,29.995943,0.2265237,62.311146,5.1116424,29.276245,23.298668,33.193863,0.000161,0.0,100.0,464.0,44.3757,40.4722,50.697
QUC 3526-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.13,0.5551824,27.776306,0.18750483,60.498543,4.5563617,24.913774,20.23052,28.656172,0.000462,0.0,100.0,496.0,46.2757,40.8901,53.1214
QUC 3526-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,11854.0,1304.0,0.108,9.09,31.6,0.18,0.54337287,28.698732,0.2330752,59.9217,6.1070952,28.7488,24.39819,32.023174,0.000154,0.0,100.0,496.0,45.2083,41.968,52.0884
QUC 3528-2017,Senescencia normal,27.08691,987.83038,32.77,0.0038,0.00021,1359.37,1047.0,1245.33,0.23,26.4185,160.1744,8776.0,33.29,0.52,0.52,0.12,103.42,2735.867,15.357,0.00055,0.084,0.056,0.86,0.969,0.146,0.689,0.164,0.307,11.767,0.0062,0.0880959,0.055,-72282315.0,1.0,39853.0,1707.0,0.259,23.35,33.36,0.71,0.37927067,41.197052,0.26237428,44.0066,-0.91557986,24.885576,10.408319,26.567446,0.030286641,0.0,100.0,569.0,39.1632,34.8053,42.7644
